    entiteitnummer;haltenummer;omschrijving;omschrijvinglang;gemeentenummer;omschrijvinggemeente;geocoordinaat;haltetoegankelijkheden;hoofdhalte;taal;links;latitude;longitude;locatie
2;235096;Melkerijstraat;Gent Melkerijstraat;4612;Gent;"{""latitude"": 51.026388, ""longitude"": 3.733366}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/235096""}]";51.026388;3.733366;51.026388, 3.733366
2;235101;Tapuitstraat;Gent Tapuitstraat;4611;Gent;"{""latitude"": 51.075375, ""longitude"": 3.717329}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/235101""}]";51.075375;3.717329;51.075375, 3.717329
2;235104;Watlingtonstraat;Gent Watlingtonstraat;4611;Gent;"{""latitude"": 51.092946, ""longitude"": 3.72262}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/235104""}]";51.092946;3.72262;51.092946, 3.72262
2;235106;Grootmeersweg;Gentbrugge Grootmeersweg;4619;Gent;"{""latitude"": 51.03903, ""longitude"": 3.779109}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/235106""}]";51.03903;3.779109;51.03903, 3.779109
2;235107;Maagd van Gentstraat;Gentbrugge Maagd van Gentstraat;4619;Gent;"{""latitude"": 51.04435, ""longitude"": 3.75041}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/235107""}]";51.04435;3.75041;51.04435, 3.75041
2;235217;Rodeberg;Mariakerke Rodeberg;4614;Gent;"{""latitude"": 51.067763, ""longitude"": 3.667148}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/235217""}]";51.067763;3.667148;51.067763, 3.667148
2;235276;Groenstraat;Oostakker Groenstraat;4615;Gent;"{""latitude"": 51.08144, ""longitude"": 3.767931}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/235276""}]";51.08144;3.767931;51.08144, 3.767931
2;235278;Kleemstraat;Oostakker Kleemstraat;4615;Gent;"{""latitude"": 51.096133, ""longitude"": 3.760499}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/235278""}]";51.096133;3.760499;51.096133, 3.760499
2;235281;Volvo Trucks;Oostakker Volvo Trucks;4615;Gent;"{""latitude"": 51.086205, ""longitude"": 3.788627}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/235281""}]";51.086205;3.788627;51.086205, 3.788627
2;235296;Beelbroekstraat;Sint-Amandsberg Beelbroekstraat;4616;Gent;"{""latitude"": 51.074096, ""longitude"": 3.780964}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/235296""}]";51.074096;3.780964;51.074096, 3.780964
2;235298;Hof Van Oombergen;Sint-Amandsberg Hof Van Oombergen;4615;Gent;"{""latitude"": 51.071969, ""longitude"": 3.80186}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/235298""}]";51.071969;3.80186;51.071969, 3.80186
2;235360;Katwilgenstraat;Wondelgem Katwilgenstraat;4611;Gent;"{""latitude"": 51.089541, ""longitude"": 3.696474}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/235360""}]";51.089541;3.696474;51.089541, 3.696474
2;235416;Kooistraat;Gent Kooistraat;1378;Gent;"{""latitude"": 51.131999, ""longitude"": 3.768635}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/235416""}]";51.131999;3.768635;51.131999, 3.768635
2;235439;AZ Jan Palfijn;Gent AZ Jan Palfijn;4612;Gent;"{""latitude"": 51.04904, ""longitude"": 3.702086}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/235439""}]";51.04904;3.702086;51.04904, 3.702086
2;250023;Gravensteen;Gent Gravensteen;4612;Gent;"{""latitude"": 51.056604, ""longitude"": 3.719647}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/250023""}]";51.056604;3.719647;51.056604, 3.719647
2;250069;Koophandelsplein (Zonnestraat);Gent Koophandelsplein (Zonnestraat);4612;Gent;"{""latitude"": 51.050378, ""longitude"": 3.723109}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/250069""}]";51.050378;3.723109;51.050378, 3.723109
2;250076;Meersstraat;Gent Meersstraat;4612;Gent;"{""latitude"": 51.038474, ""longitude"": 3.710338}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/250076""}]";51.038474;3.710338;51.038474, 3.710338
2;250092;Loskaai (Moriaanstraat);Ledeberg Loskaai (Moriaanstraat);4621;Gent;"{""latitude"": 51.03068, ""longitude"": 3.744072}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/250092""}]";51.03068;3.744072;51.03068, 3.744072
2;250172;Geitstraat;Gent Geitstraat;4612;Gent;"{""latitude"": 51.056654, ""longitude"": 3.6988}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/250172""}]";51.056654;3.6988;51.056654, 3.6988
2;250181;Brug;Drongen Brug;4617;Gent;"{""latitude"": 51.048933, ""longitude"": 3.652548}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/250181""}]";51.048933;3.652548;51.048933, 3.652548
2;250217;Everstraat;Sint-Amandsberg Everstraat;4616;Gent;"{""latitude"": 51.068527, ""longitude"": 3.76276}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/250217""}]";51.068527;3.76276;51.068527, 3.76276
2;250235;Verenigde Natieslaan;Gent Verenigde Natieslaan;4612;Gent;"{""latitude"": 51.043913, ""longitude"": 3.704776}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/250235""}]";51.043913;3.704776;51.043913, 3.704776
2;250253;Campus;Oostakker Campus;4615;Gent;"{""latitude"": 51.084781, ""longitude"": 3.770042}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/250253""}]";51.084781;3.770042;51.084781, 3.770042
2;250418;Vroonstalledries;Wondelgem Vroonstalledries;4611;Gent;"{""latitude"": 51.089287, ""longitude"": 3.709793}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/250418""}]";51.089287;3.709793;51.089287, 3.709793
2;250442;Vlaamsekaai;Gent Vlaamsekaai;4612;Gent;"{""latitude"": 51.047228, ""longitude"": 3.745048}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/250442""}]";51.047228;3.745048;51.047228, 3.745048
2;250550;Einde Were;Gent Einde Were;4612;Gent;"{""latitude"": 51.052074, ""longitude"": 3.700003}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/250550""}]";51.052074;3.700003;51.052074, 3.700003
2;250780;Belfort;Gent Belfort;4612;Gent;"{""latitude"": 51.053753, ""longitude"": 3.724819}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/250780""}]";51.053753;3.724819;51.053753, 3.724819
2;250783;Rabot/Griendeplein;Gent Rabot/Griendeplein;4612;Gent;"{""latitude"": 51.060353, ""longitude"": 3.71027}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/250783""}]";51.060353;3.71027;51.060353, 3.71027
2;251076;Meersstraat;Gent Meersstraat;4612;Gent;"{""latitude"": 51.038729, ""longitude"": 3.710682}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/251076""}]";51.038729;3.710682;51.038729, 3.710682
2;251083;Zuid perron 7 bis;Gent Zuid perron 7 bis;4612;Gent;"{""latitude"": 51.047416, ""longitude"": 3.731783}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/251083""}]";51.047416;3.731783;51.047416, 3.731783
2;251106;Rabot;Gent Rabot;4612;Gent;"{""latitude"": 51.059487, ""longitude"": 3.711776}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/251106""}]";51.059487;3.711776;51.059487, 3.711776
2;251131;Aaigemstraat;Gent Aaigemstraat;4612;Gent;"{""latitude"": 51.038405, ""longitude"": 3.70469}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/251131""}]";51.038405;3.70469;51.038405, 3.70469
2;251250;Meersemdries;Gentbrugge Meersemdries;4619;Gent;"{""latitude"": 51.041029, ""longitude"": 3.761297}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/251250""}]";51.041029;3.761297;51.041029, 3.761297
2;251255;Zalegemstraat;Oostakker Zalegemstraat;4615;Gent;"{""latitude"": 51.095697, ""longitude"": 3.776695}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/251255""}]";51.095697;3.776695;51.095697, 3.776695
2;251350;Van Beverenplein;Gent Van Beverenplein;4612;Gent;"{""latitude"": 51.072089, ""longitude"": 3.710542}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/251350""}]";51.072089;3.710542;51.072089, 3.710542
2;251360;Tolpoort/Neuseplein;Gent Tolpoort/Neuseplein;4612;Gent;"{""latitude"": 51.067442, ""longitude"": 3.727893}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/251360""}]";51.067442;3.727893;51.067442, 3.727893
2;251371;Blandijnberg;Gent Blandijnberg;4612;Gent;"{""latitude"": 51.043829, ""longitude"": 3.724595}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/251371""}]";51.043829;3.724595;51.043829, 3.724595
2;251372;Sint-Amandstraat;Gent Sint-Amandstraat;4612;Gent;"{""latitude"": 51.041874, ""longitude"": 3.725188}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/251372""}]";51.041874;3.725188;51.041874, 3.725188
2;251373;Heuvelpoort;Gent Heuvelpoort;4612;Gent;"{""latitude"": 51.039129, ""longitude"": 3.726073}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/251373""}]";51.039129;3.726073;51.039129, 3.726073
2;251418;Vroonstalledries;Wondelgem Vroonstalledries;4611;Gent;"{""latitude"": 51.08881, ""longitude"": 3.709373}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/251418""}]";51.08881;3.709373;51.08881, 3.709373
2;251420;Station;Wondelgem Station;4611;Gent;"{""latitude"": 51.089782, ""longitude"": 3.719292}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/251420""}]";51.089782;3.719292;51.089782, 3.719292
2;251425;New Orleansstraat;Gent New Orleansstraat;4612;Gent;"{""latitude"": 51.082661, ""longitude"": 3.731264}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/251425""}]";51.082661;3.731264;51.082661, 3.731264
2;251428;Pauwstraat;Gent Pauwstraat;4612;Gent;"{""latitude"": 51.074515, ""longitude"": 3.734401}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/251428""}]";51.074515;3.734401;51.074515, 3.734401
2;251471;De Guchteneerestraat;Gentbrugge De Guchteneerestraat;4619;Gent;"{""latitude"": 51.043219, ""longitude"": 3.771441}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/251471""}]";51.043219;3.771441;51.043219, 3.771441
2;251491;Kerk;Gentbrugge Kerk;4619;Gent;"{""latitude"": 51.044863, ""longitude"": 3.759993}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/251491""}]";51.044863;3.759993;51.044863, 3.759993
2;251528;Ruststraat;Gent Ruststraat;4612;Gent;"{""latitude"": 51.030096, ""longitude"": 3.729234}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/251528""}]";51.030096;3.729234;51.030096, 3.729234
2;251539;De Deynestraat;Zwijnaarde De Deynestraat;4612;Gent;"{""latitude"": 51.019704, ""longitude"": 3.709416}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/251539""}]";51.019704;3.709416;51.019704, 3.709416
2;251887;Station;Gentbrugge Station;4619;Gent;"{""latitude"": 51.038325, ""longitude"": 3.757058}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/251887""}]";51.038325;3.757058;51.038325, 3.757058
2;251986;Heuvelpoort;Gent Heuvelpoort;4612;Gent;"{""latitude"": 51.03955, ""longitude"": 3.72457}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/251986""}]";51.03955;3.72457;51.03955, 3.72457
2;252353;Bernard Spaelaan;Gent Bernard Spaelaan;4612;Gent;"{""latitude"": 51.047648, ""longitude"": 3.709761}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/252353""}]";51.047648;3.709761;51.047648, 3.709761
2;252545;Sleutelbloemstraat;Gent Sleutelbloemstraat;1378;Gent;"{""latitude"": 51.072261, ""longitude"": 3.751993}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/252545""}]";51.072261;3.751993;51.072261, 3.751993
2;252613;Oude Veldstraat;Oostakker Oude Veldstraat;4615;Gent;"{""latitude"": 51.101696, ""longitude"": 3.784731}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/252613""}]";51.101696;3.784731;51.101696, 3.784731
2;253362;Industrieweg;Mariakerke Industrieweg;4614;Gent;"{""latitude"": 51.083756, ""longitude"": 3.666767}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/253362""}]";51.083756;3.666767;51.083756, 3.666767
2;261089;Koekoekslaan;Gent Koekoekslaan;4612;Gent;"{""latitude"": 51.029573, ""longitude"": 3.72406}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/261089""}]";51.029573;3.72406;51.029573, 3.72406
2;261107;Biblotheek;Zwijnaarde Biblotheek;4624;Gent;"{""latitude"": 51.002784, ""longitude"": 3.714639}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/261107""}]";51.002784;3.714639;51.002784, 3.714639
2;261132;Tweekapellenstraat;Gentbrugge Tweekapellenstraat;4619;Gent;"{""latitude"": 51.044448, ""longitude"": 3.752718}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/261132""}]";51.044448;3.752718;51.044448, 3.752718
2;261180;Klaverdries;Drongen Klaverdries;4617;Gent;"{""latitude"": 51.051981, ""longitude"": 3.655638}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/261180""}]";51.051981;3.655638;51.051981, 3.655638
2;261254;Sint-Arnoutstraat;Oostakker Sint-Arnoutstraat;4615;Gent;"{""latitude"": 51.091568, ""longitude"": 3.774049}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/261254""}]";51.091568;3.774049;51.091568, 3.774049
2;261474;Braemkasteel;Gentbrugge Braemkasteel;4619;Gent;"{""latitude"": 51.037267, ""longitude"": 3.762305}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/261474""}]";51.037267;3.762305;51.037267, 3.762305
2;262355;Brugsepoort (Begijnhoflaan);Gent Brugsepoort (Begijnhoflaan);4612;Gent;"{""latitude"": 51.057301, ""longitude"": 3.7097}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/262355""}]";51.057301;3.7097;51.057301, 3.7097
2;262406;Taminco;Gent Taminco;1378;Gent;"{""latitude"": 51.096469, ""longitude"": 3.727741}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/262406""}]";51.096469;3.727741;51.096469, 3.727741
2;263526;Lippensstraat;Sint-Amandsberg Lippensstraat;4615;Gent;"{""latitude"": 51.077649, ""longitude"": 3.790315}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/263526""}]";51.077649;3.790315;51.077649, 3.790315
2;263752;Baarledorp;Drongen Baarledorp;4622;Gent;"{""latitude"": 51.036711, ""longitude"": 3.617474}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/263752""}]";51.036711;3.617474;51.036711, 3.617474
2;263759;Booiebos;Drongen Booiebos;4617;Gent;"{""latitude"": 51.042573, ""longitude"": 3.6035}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/263759""}]";51.042573;3.6035;51.042573, 3.6035
2;270007;Koerspleinstraat;Sint-Amandsberg Koerspleinstraat;4616;Gent;"{""latitude"": 51.066415, ""longitude"": 3.766295}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/270007""}]";51.066415;3.766295;51.066415, 3.766295
2;270061;Kuhlman;Gent Kuhlman;4607;Evergem;"{""latitude"": 51.17528, ""longitude"": 3.789118}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/270061""}]";51.17528;3.789118;51.17528, 3.789118
2;271232;Watersportlaan;Gent Watersportlaan;1378;Gent;"{""latitude"": 51.047811, ""longitude"": 3.700213}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/271232""}]";51.047811;3.700213;51.047811, 3.700213
2;250135;Heernisplein nr263;Sint-Amandsberg Heernisplein nr263;4616;Gent;"{""latitude"": 51.052763, ""longitude"": 3.748021}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/250135""}]";51.052763;3.748021;51.052763, 3.748021
2;250154;Spellewerkstraat;Mariakerke Spellewerkstraat;4614;Gent;"{""latitude"": 51.070703, ""longitude"": 3.681855}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/250154""}]";51.070703;3.681855;51.070703, 3.681855
2;250174;Brughuis;Drongen Brughuis;4617;Gent;"{""latitude"": 51.055432, ""longitude"": 3.690563}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/250174""}]";51.055432;3.690563;51.055432, 3.690563
2;250266;Visitatiestraat;Sint-Amandsberg Visitatiestraat;4616;Gent;"{""latitude"": 51.067202, ""longitude"": 3.751146}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/250266""}]";51.067202;3.751146;51.067202, 3.751146
2;250274;Heuvelpoort;Gent Heuvelpoort;4612;Gent;"{""latitude"": 51.038714, ""longitude"": 3.727901}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/250274""}]";51.038714;3.727901;51.038714, 3.727901
2;250286;Zwijnaardsesteenweg;Gent Zwijnaardsesteenweg;4612;Gent;"{""latitude"": 51.025045, ""longitude"": 3.720787}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/250286""}]";51.025045;3.720787;51.025045, 3.720787
2;250315;Driekoningenstraat;Sint-Denijs-Westrem Driekoningenstraat;4623;Gent;"{""latitude"": 51.021581, ""longitude"": 3.691388}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/250315""}]";51.021581;3.691388;51.021581, 3.691388
2;250346;Gaston Crommenlaan;Ledeberg Gaston Crommenlaan;4621;Gent;"{""latitude"": 51.032614, ""longitude"": 3.735041}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/250346""}]";51.032614;3.735041;51.032614, 3.735041
2;250413;Dienstencentrum;Mariakerke Dienstencentrum;4614;Gent;"{""latitude"": 51.079677, ""longitude"": 3.67848}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/250413""}]";51.079677;3.67848;51.079677, 3.67848
2;250431;Chinastraat (Aziëstraat);Gent Chinastraat (Aziëstraat);4612;Gent;"{""latitude"": 51.073072, ""longitude"": 3.735991}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/250431""}]";51.073072;3.735991;51.073072, 3.735991
2;250546;Jozef Wautersstraat;Gentbrugge Jozef Wautersstraat;4619;Gent;"{""latitude"": 51.036565, ""longitude"": 3.759476}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/250546""}]";51.036565;3.759476;51.036565, 3.759476
2;250588;Luchthavenlaan;Sint-Denijs-Westrem Luchthavenlaan;4623;Gent;"{""latitude"": 51.024671, ""longitude"": 3.671245}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/250588""}]";51.024671;3.671245;51.024671, 3.671245
2;250781;Belfort;Gent Belfort;4612;Gent;"{""latitude"": 51.053769, ""longitude"": 3.72464}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/250781""}]";51.053769;3.72464;51.053769, 3.72464
2;251150;Rooigemlaan;Gent Rooigemlaan;4612;Gent;"{""latitude"": 51.063406, ""longitude"": 3.695997}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/251150""}]";51.063406;3.695997;51.063406, 3.695997
2;251161;Maaltebruggestraat;Gent Maaltebruggestraat;4612;Gent;"{""latitude"": 51.02445, ""longitude"": 3.706042}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/251161""}]";51.02445;3.706042;51.02445, 3.706042
2;251172;Geitstraat;Gent Geitstraat;4612;Gent;"{""latitude"": 51.056487, ""longitude"": 3.69831}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/251172""}]";51.056487;3.69831;51.056487, 3.69831
2;251181;Brug;Drongen Brug;4617;Gent;"{""latitude"": 51.047365, ""longitude"": 3.649984}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/251181""}]";51.047365;3.649984;51.047365, 3.649984
2;251200;Luchthavenlaan;Sint-Denijs-Westrem Luchthavenlaan;4623;Gent;"{""latitude"": 51.024543, ""longitude"": 3.67118}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/251200""}]";51.024543;3.67118;51.024543, 3.67118
2;251253;Campus;Oostakker Campus;4615;Gent;"{""latitude"": 51.084997, ""longitude"": 3.770335}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/251253""}]";51.084997;3.770335;51.084997, 3.770335
2;251405;Pantserschipstraat;Gent Pantserschipstraat;4611;Gent;"{""latitude"": 51.089456, ""longitude"": 3.725353}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/251405""}]";51.089456;3.725353;51.089456, 3.725353
2;251452;Pantserschipstraat;Gent Pantserschipstraat;4611;Gent;"{""latitude"": 51.088244, ""longitude"": 3.724823}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/251452""}]";51.088244;3.724823;51.088244, 3.724823
2;251476;Verhaerenlaan;Gentbrugge Verhaerenlaan;4619;Gent;"{""latitude"": 51.034134, ""longitude"": 3.763774}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/251476""}]";51.034134;3.763774;51.034134, 3.763774
2;251994;Industrieweg;Wondelgem Industrieweg;4611;Gent;"{""latitude"": 51.099097, ""longitude"": 3.712142}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/251994""}]";51.099097;3.712142;51.099097, 3.712142
2;252012;Vierwegen;Wondelgem Vierwegen;4611;Gent;"{""latitude"": 51.090136, ""longitude"": 3.716179}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/252012""}]";51.090136;3.716179;51.090136, 3.716179
2;252013;Spesbroekstraat;Wondelgem Spesbroekstraat;1378;Gent;"{""latitude"": 51.096842, ""longitude"": 3.718643}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/252013""}]";51.096842;3.718643;51.096842, 3.718643
2;252142;Teirlinckstraat;Oostakker Teirlinckstraat;4615;Gent;"{""latitude"": 51.079816, ""longitude"": 3.785416}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/252142""}]";51.079816;3.785416;51.079816, 3.785416
2;252406;Taminco;Gent Taminco;1378;Gent;"{""latitude"": 51.095734, ""longitude"": 3.730313}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/252406""}]";51.095734;3.730313;51.095734, 3.730313
2;252548;Lourdes;Oostakker Lourdes;4615;Gent;"{""latitude"": 51.080673, ""longitude"": 3.75796}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/252548""}]";51.080673;3.75796;51.080673, 3.75796
2;252653;Korenveldstraat;Wondelgem Korenveldstraat;4611;Gent;"{""latitude"": 51.08299, ""longitude"": 3.710811}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/252653""}]";51.08299;3.710811;51.08299, 3.710811
